match_event_id,location_x,location_y,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,team_name,date_of_game,home/away,shot_id_number,lat/lng,type_of_shot,type_of_combined_shot,match_id,team_id,remaining_min.1,power_of_shot.1,knockout_match.1,remaining_sec.1,distance_of_shot.1
369.0,-183.0,186.0,0.0,3.0,0.0,2000-01,30.0,46.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2000-11-01,MANU vs. UTA,28.0,"42.982923, -71.446094",shot - 54,,20000019,1610612747,0.0,3.0,0.0,30.0,53.4
400.0,85.0,173.0,8.0,4.0,0.0,2000-01,,39.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2000-11-01,MANU vs. UTA,29.0,"42.982923, -71.446094",,shot - 3,20000019,1610612747,8.0,4.0,61.928000000000004,19.0,18.4
429.0,3.0,87.0,6.0,4.0,0.0,2000-01,22.0,28.0,0.0,Center(C),Goal Line,8-16 ft.,Manchester United,2000-11-01,MANU vs. UTA,30.0,"42.982923, -71.446094",shot - 42,,20000019,1610612747,73.64,4.0,0.0,22.0,28.0
488.0,121.0,4.0,1.0,4.0,0.0,2000-01,20.0,,1.0,Right Side(R),Mid Range,8-16 ft.,Manchester United,2000-11-01,MANU vs. UTA,31.0,"42.982923, -71.446094",shot - 44,,20000019,1610612747,1.0,4.0,0.0,66.2,32.0
499.0,127.0,34.0,0.0,4.0,0.0,,30.0,33.0,0.0,Right Side(R),,8-16 ft.,Manchester United,2000-11-01,MANU vs. UTA,32.0,"42.982923, -71.446094",,shot - 3,20000019,1610612747,0.0,4.0,0.0,30.0,38.4
184.0,91.0,184.0,3.0,2.0,0.0,2000-01,30.0,40.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2000-11-04,MANU @ VAN,39.0,"49.250068, -123.114646",,shot - 3,20000047,1610612747,3.0,2.0,0.0,30.0,40.0
202.0,-27.0,272.0,0.0,2.0,0.0,2000-01,4.0,47.0,1.0,Center(C),Penalty Spot,24+ ft.,Manchester United,2000-11-04,MANU @ VAN,40.0,"49.250068, -123.114646",,shot - 3,20000047,1610612747,75.64,2.0,0.0,4.0,47.0
212.0,-176.0,66.0,11.0,3.0,0.0,2000-01,12.0,38.0,0.0,Left Side(L),Mid Range,16-24 ft.,Manchester United,2000-11-04,MANU @ VAN,41.0,"49.250068, -123.114646",,shot - 3,20000047,1610612747,11.0,66.36,36.928000000000004,12.0,57.4
219.0,7.0,4.0,10.0,3.0,0.0,2000-01,13.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-04,MANU @ VAN,42.0,,shot - 39,,20000047,1610612747,36.64,3.0,0.0,13.0,20.0
229.0,150.0,133.0,8.0,3.0,0.0,2000-01,59.0,40.0,1.0,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2000-11-04,MANU @ VAN,43.0,"49.250068, -123.114646",,shot - 3,20000047,1610612747,101.64,3.0,0.0,59.0,40.0
233.0,49.0,15.0,8.0,3.0,0.0,,29.0,25.0,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2000-11-04,MANU @ VAN,44.0,"49.250068, -123.114646",,shot - 3,20000047,1610612747,8.0,,0.0,29.0,25.0
289.0,-4.0,4.0,3.0,3.0,0.0,2000-01,21.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-04,MANU @ VAN,46.0,"49.250068, -123.114646",shot - 39,,20000047,1610612747,40.64,63.36,0.0,,20.0
295.0,-4.0,,2.0,3.0,0.0,,55.0,,0.0,Center(C),Goal Area,,Manchester United,2000-11-04,MANU @ VAN,47.0,"49.250068, -123.114646",,shot - 1,20000047,1610612747,2.0,3.0,0.0,55.0,20.0
300.0,1.0,9.0,2.0,3.0,0.0,2000-01,,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,,2000-11-04,MANU @ VAN,48.0,"49.250068, -123.114646",shot - 12,,20000047,1610612747,2.0,3.0,88.60799999999999,38.0,20.0
398.0,121.0,120.0,4.0,4.0,0.0,2000-01,55.0,37.0,1.0,Right Side Center(RC),,16-24 ft.,Manchester United,2000-11-04,,49.0,"49.250068, -123.114646",,shot - 3,20000047,1610612747,4.0,69.36,0.0,55.0,37.0
445.0,1.0,9.0,1.0,4.0,0.0,2000-01,8.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,,,51.0,"49.250068, -123.114646",shot - 39,,20000047,1610612747,1.0,39.36,0.0,8.0,104.4
,-12.0,9.0,1.0,4.0,0.0,2000-01,6.0,21.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-04,MANU @ VAN,52.0,"49.250068, -123.114646",shot - 39,,20000047,1610612747,1.0,4.0,0.0,51.7856,21.0
7.0,24.0,70.0,10.0,1.0,0.0,2000-01,33.0,27.0,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2000-11-05,MANU vs. LAC,53.0,"42.982923, -71.446094",shot - 25,,20000049,1610612747,10.0,118.36,60.8,33.0,27.0
11.0,-189.0,-4.0,10.0,1.0,0.0,,4.0,38.0,0.0,Left Side(L),Mid Range,16-24 ft.,Manchester United,2000-11-05,MANU vs. LAC,54.0,"42.982923, -71.446094",,shot - 3,20000049,1610612747,10.0,1.0,0.0,4.0,38.0
80.0,-155.0,194.0,2.0,1.0,0.0,2000-01,33.0,44.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2000-11-05,MANU vs. LAC,56.0,"42.982923, -71.446094",,shot - 3,20000049,1610612747,2.0,78.36,0.0,21.2,44.0
105.0,1.0,228.0,,2.0,0.0,2000-01,26.0,42.0,1.0,Center(C),Mid Range,16-24 ft.,Manchester United,2000-11-05,MANU vs. LAC,57.0,"42.982923, -71.446094",shot - 37,,20000049,1610612747,11.0,,0.0,26.0,42.0
132.0,0.0,0.0,8.0,2.0,0.0,,40.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-05,MANU vs. LAC,58.0,,,shot - 4,20000049,1610612747,8.0,2.0,0.0,111.2,20.0
190.0,0.0,0.0,4.0,2.0,0.0,2000-01,5.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-05,MANU vs. LAC,59.0,"42.982923, -71.446094",,shot - 1,20000049,1610612747,52.2,2.0,108.60799999999999,5.0,20.0
214.0,-33.0,108.0,2.0,2.0,,2000-01,2.0,31.0,0.0,Center(C),Goal Line,8-16 ft.,Manchester United,2000-11-05,MANU vs. LAC,61.0,"42.982923, -71.446094",shot - 36,,20000049,1610612747,2.0,2.0,0.0,2.0,31.0
260.0,0.0,,,3.0,0.0,2000-01,32.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-05,MANU vs. LAC,63.0,"42.982923, -71.446094",,shot - 4,20000049,1610612747,9.0,3.0,87.60799999999999,32.0,20.0
353.0,,21.0,0.0,3.0,0.0,2000-01,37.0,25.0,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2000-11-05,MANU vs. LAC,64.0,"42.982923, -71.446094",,shot - 4,20000049,1610612747,0.0,3.0,0.0,37.0,25.0
369.0,121.0,26.0,0.0,3.0,0.0,2000-01,1.0,32.0,1.0,Right Side(R),,8-16 ft.,Manchester United,,MANU vs. LAC,65.0,"42.982923, -71.446094",shot - 44,,20000049,1610612747,0.0,3.0,0.0,1.0,32.0
28.0,231.0,57.0,8.0,1.0,0.0,2000-01,17.0,43.0,0.0,Right Side(R),Right Corner,24+ ft.,Manchester United,2000-11-07,MANU @ HOU,68.0,"29.740325, -95.365762",shot - 21,,20000058,1610612747,8.0,1.0,103.8,17.0,43.0
33.0,0.0,0.0,7.0,1.0,0.0,2000-01,53.0,20.0,1.0,,Goal Area,Less Than 8 ft.,Manchester United,2000-11-07,MANU @ HOU,69.0,"29.740325, -95.365762",shot - 4,,20000058,1610612747,7.0,1.0,0.0,46.2,20.0
41.0,,0.0,7.0,1.0,0.0,2000-01,1.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-07,MANU @ HOU,70.0,"29.740325, -95.365762",,shot - 1,20000058,1610612747,7.0,1.0,0.0,1.0,20.0
131.0,0.0,,7.0,2.0,,2000-01,56.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-07,MANU @ HOU,73.0,"29.740325, -95.365762",,shot - 4,20000058,1610612747,7.0,2.0,0.0,,20.0
186.0,51.0,57.0,2.0,2.0,0.0,2000-01,40.0,27.0,0.0,Center(C),,Less Than 8 ft.,Manchester United,2000-11-07,MANU @ HOU,74.0,"29.740325, -95.365762",shot - 0,,20000058,1610612747,2.0,2.0,0.0,,27.0
225.0,16.0,57.0,9.0,3.0,0.0,2000-01,10.0,,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2000-11-07,MANU @ HOU,77.0,"29.740325, -95.365762",shot - 1,,20000058,1610612747,9.0,3.0,0.0,,25.0
236.0,-84.0,110.0,7.0,3.0,0.0,2000-01,24.0,33.0,0.0,Left Side(L),Mid Range,8-16 ft.,Manchester United,2000-11-07,MANU @ HOU,78.0,"29.740325, -95.365762",shot - 36,,20000058,1610612747,7.0,3.0,0.0,24.0,33.0
306.0,-71.0,42.0,0.0,3.0,0.0,2000-01,1.0,28.0,0.0,Left Side(L),Goal Line,8-16 ft.,Manchester United,2000-11-07,MANU @ HOU,79.0,"29.740325, -95.365762",shot - 2,,20000058,1610612747,66.64,81.36,133.608,1.0,28.0
368.0,30.0,133.0,5.0,4.0,0.0,2000-01,1.0,33.0,1.0,Center(C),Goal Line,8-16 ft.,Manchester United,2000-11-07,MANU @ HOU,81.0,"29.740325, -95.365762",shot - 20,,20000058,1610612747,5.0,72.36,0.0,1.0,33.0
425.0,1.0,156.0,0.0,4.0,0.0,2000-01,46.0,35.0,0.0,Center(C),Mid Range,8-16 ft.,Manchester United,2000-11-07,MANU @ HOU,82.0,"29.740325, -95.365762",,shot - 3,20000058,1610612747,0.0,29.36,65.8,46.0,47.4
2.0,132.0,211.0,11.0,1.0,0.0,2000-01,41.0,44.0,0.0,Right Side Center(RC),Penalty Spot,24+ ft.,Manchester United,,MANU @ SAS,83.0,"29.444994, -98.524120",shot - 15,,20000068,1610612747,11.0,1.0,0.0,41.0,44.0
11.0,-8.0,4.0,,1.0,0.0,2000-01,59.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-08,MANU @ SAS,84.0,"29.444994, -98.524120",shot - 12,,20000068,1610612747,10.0,1.0,0.0,59.0,20.0
44.0,-29.0,188.0,,1.0,0.0,2000-01,54.0,39.0,1.0,Center(C),,16-24 ft.,Manchester United,2000-11-08,MANU @ SAS,88.0,"29.444994, -98.524120",shot - 10,,20000068,1610612747,5.0,1.0,0.0,54.0,39.0
70.0,140.0,76.0,2.0,1.0,0.0,2000-01,24.0,35.0,1.0,Right Side(R),Mid Range,8-16 ft.,Manchester United,2000-11-08,MANU @ SAS,89.0,"29.444994, -98.524120",,shot - 3,20000068,1610612747,2.0,1.0,0.0,71.2,35.0
74.0,140.0,0.0,1.0,1.0,0.0,2000-01,48.0,34.0,1.0,Right Side(R),Mid Range,8-16 ft.,Manchester United,2000-11-08,MANU @ SAS,90.0,,shot - 15,,20000068,1610612747,1.0,98.36,0.0,48.0,34.0
,-1.0,156.0,1.0,1.0,0.0,2000-01,25.0,35.0,1.0,Center(C),Mid Range,8-16 ft.,Manchester United,2000-11-08,MANU @ SAS,91.0,"29.444994, -98.524120",,shot - 3,20000068,1610612747,1.0,1.0,72.928,48.2,35.0
101.0,110.0,76.0,,2.0,0.0,2000-01,57.0,33.0,0.0,Right Side(R),,8-16 ft.,Manchester United,,MANU @ SAS,93.0,"29.444994, -98.524120",,shot - 3,20000068,1610612747,10.0,2.0,0.0,43.2,33.0
115.0,132.0,87.0,9.0,2.0,0.0,2000-01,37.0,35.0,0.0,Right Side(R),,8-16 ft.,Manchester United,2000-11-08,MANU @ SAS,94.0,"29.444994, -98.524120",shot - 49,,20000068,1610612747,9.0,2.0,66.608,37.0,35.0
184.0,-58.0,251.0,3.0,2.0,0.0,2000-01,50.0,45.0,1.0,Center(C),Penalty Spot,24+ ft.,Manchester United,2000-11-08,MANU @ SAS,96.0,"29.444994, -98.524120",,shot - 3,20000068,1610612747,3.0,66.36,82.8,50.0,55.4
215.0,-193.0,150.0,0.0,2.0,0.0,2000-01,,44.0,0.0,Left Side Center(LC),Penalty Spot,24+ ft.,Manchester United,2000-11-08,MANU @ SAS,98.0,"29.444994, -98.524120",shot - 51,,20000068,1610612747,116.64,2.0,0.0,61.2,44.0
217.0,140.0,0.0,0.0,,0.0,2000-01,48.0,34.0,1.0,Right Side(R),Mid Range,8-16 ft.,Manchester United,2000-11-08,MANU @ SAS,99.0,"29.444994, -98.524120",,shot - 3,20000068,1610612747,0.0,84.36,0.0,48.0,
228.0,,9.0,11.0,3.0,0.0,2000-01,,24.0,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2000-11-08,,100.0,"29.444994, -98.524120",,shot - 3,20000068,1610612747,90.2,3.0,0.0,26.0,24.0
241.0,24.0,150.0,9.0,3.0,0.0,2000-01,20.0,35.0,0.0,Center(C),Mid Range,8-16 ft.,,2000-11-08,MANU @ SAS,101.0,"29.444994, -98.524120",shot - 0,,20000068,1610612747,9.0,3.0,0.0,125.7856,35.0
253.0,-1.0,0.0,7.0,3.0,0.0,2000-01,53.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-08,MANU @ SAS,102.0,"29.444994, -98.524120",,shot - 1,20000068,1610612747,7.0,78.36,,53.0,20.0
262.0,119.0,133.0,6.0,3.0,0.0,2000-01,40.0,37.0,1.0,Right Side Center(RC),,16-24 ft.,Manchester United,2000-11-08,MANU @ SAS,103.0,"29.444994, -98.524120",shot - 54,,20000068,1610612747,6.0,3.0,0.0,40.0,37.0
300.0,119.0,19.0,3.0,3.0,0.0,2000-01,0.0,32.0,0.0,Right Side(R),Mid Range,,,2000-11-08,MANU @ SAS,105.0,"29.444994, -98.524120",shot - 15,,20000068,1610612747,3.0,3.0,0.0,0.0,32.0
314.0,-193.0,42.0,0.0,3.0,0.0,2000-01,48.0,39.0,0.0,Left Side(L),Mid Range,16-24 ft.,Manchester United,2000-11-08,MANU @ SAS,106.0,"29.444994, -98.524120",,shot - 3,20000068,1610612747,0.0,3.0,94.928,48.0,39.0
322.0,-166.0,55.0,0.0,3.0,0.0,2000-01,21.0,37.0,0.0,Left Side(L),Mid Range,16-24 ft.,Manchester United,2000-11-08,MANU @ SAS,107.0,"29.444994, -98.524120",,shot - 3,20000068,1610612747,0.0,3.0,,21.0,104.728
339.0,24.0,116.0,10.0,4.0,0.0,2000-01,39.0,31.0,0.0,Center(C),Goal Line,8-16 ft.,Manchester United,2000-11-08,MANU @ SAS,108.0,"29.444994, -98.524120",,shot - 3,20000068,1610612747,10.0,4.0,0.0,39.0,31.0
365.0,-65.0,156.0,7.0,4.0,0.0,2000-01,8.0,36.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2000-11-08,MANU @ SAS,109.0,"29.444994, -98.524120",,shot - 3,20000068,1610612747,45.64,29.36,0.0,,36.0
370.0,-166.0,26.0,6.0,4.0,0.0,2000-01,25.0,36.0,1.0,Left Side(L),Mid Range,16-24 ft.,Manchester United,2000-11-08,MANU @ SAS,110.0,"29.444994, -98.524120",,shot - 3,20000068,1610612747,6.0,4.0,0.0,25.0,36.0
379.0,-58.0,76.0,5.0,4.0,0.0,2000-01,14.0,29.0,0.0,Left Side(L),Goal Line,8-16 ft.,Manchester United,2000-11-08,MANU @ SAS,111.0,"29.444994, -98.524120",,shot - 3,20000068,1610612747,5.0,4.0,0.0,14.0,29.0
4.0,-94.0,188.0,11.0,1.0,0.0,,9.0,41.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2000-11-12,MANU vs. HOU,114.0,"42.982923, -71.446094",shot - 17,,20000098,1610612747,11.0,1.0,0.0,9.0,41.0
11.0,0.0,0.0,10.0,1.0,0.0,2000-01,17.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,,,MANU vs. HOU,115.0,"42.982923, -71.446094",shot - 4,,20000098,1610612747,10.0,1.0,0.0,17.0,20.0
19.0,0.0,0.0,,1.0,0.0,2000-01,23.0,20.0,0.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-12,,116.0,"42.982923, -71.446094",shot - 46,,20000098,1610612747,9.0,1.0,0.0,23.0,20.0
20.0,0.0,,9.0,1.0,0.0,2000-01,21.0,20.0,0.0,Center(C),Goal Area,,Manchester United,,,117.0,"42.982923, -71.446094",,shot - 5,20000098,1610612747,9.0,85.6,72.8,21.0,20.0
111.0,0.0,0.0,3.0,1.0,0.0,,2.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-12,MANU vs. HOU,118.0,,,shot - 1,20000098,1610612747,3.0,89.36,0.0,2.0,
130.0,,0.0,0.0,1.0,0.0,2000-01,44.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-12,MANU vs. HOU,119.0,"42.982923, -71.446094",,shot - 4,20000098,1610612747,102.64,1.0,,,20.0
135.0,85.0,141.0,0.0,1.0,0.0,2000-01,21.0,36.0,0.0,Right Side Center(RC),Mid Range,16-24 ft.,Manchester United,2000-11-12,,120.0,"42.982923, -71.446094",,shot - 3,20000098,1610612747,0.0,67.6,0.0,21.0,36.0
170.0,,158.0,8.0,2.0,0.0,2000-01,50.0,38.0,1.0,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2000-11-12,MANU vs. HOU,121.0,"42.982923, -71.446094",shot - 36,,20000098,1610612747,8.0,2.0,123.60799999999999,50.0,12.4
236.0,,,0.0,2.0,0.0,,,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-12,MANU vs. HOU,124.0,"42.982923, -71.446094",shot - 54,,20000098,1610612747,0.0,56.36,0.0,30.0,102.4
240.0,1.0,276.0,0.0,2.0,0.0,2000-01,4.0,47.0,1.0,Center(C),Penalty Spot,,,2000-11-12,MANU vs. HOU,125.0,"42.982923, -71.446094",,shot - 3,20000098,1610612747,0.0,2.0,57.928000000000004,4.0,47.0
274.0,155.0,-8.0,8.0,3.0,0.0,2000-01,38.0,35.0,1.0,Right Side(R),Mid Range,8-16 ft.,Manchester United,2000-11-12,MANU vs. HOU,127.0,"42.982923, -71.446094",,shot - 3,20000098,1610612747,8.0,3.0,0.0,38.0,35.0
307.0,-155.0,13.0,5.0,3.0,0.0,2000-01,18.0,35.0,1.0,Left Side(L),Mid Range,8-16 ft.,Manchester United,2000-11-12,MANU vs. HOU,128.0,"42.982923, -71.446094",,shot - 3,20000098,1610612747,5.0,3.0,0.0,18.0,
309.0,-84.0,133.0,4.0,3.0,0.0,2000-01,34.0,35.0,0.0,Left Side(L),Mid Range,8-16 ft.,Manchester United,2000-11-12,MANU vs. HOU,129.0,,shot - 42,,20000098,1610612747,4.0,3.0,0.0,34.0,35.0
317.0,-178.0,-8.0,3.0,3.0,0.0,2000-01,51.0,37.0,0.0,Left Side(L),Mid Range,16-24 ft.,Manchester United,2000-11-12,,130.0,"42.982923, -71.446094",shot - 12,,20000098,1610612747,54.64,3.0,0.0,51.0,37.0
320.0,16.0,89.0,3.0,3.0,0.0,2000-01,40.0,29.0,0.0,Center(C),Goal Line,8-16 ft.,Manchester United,2000-11-12,MANU vs. HOU,131.0,"42.982923, -71.446094",shot - 21,,20000098,1610612747,3.0,3.0,,40.0,29.0
322.0,-48.0,106.0,3.0,3.0,0.0,2000-01,33.0,31.0,1.0,Center(C),Goal Line,8-16 ft.,Manchester United,2000-11-12,MANU vs. HOU,132.0,"42.982923, -71.446094",,shot - 3,20000098,1610612747,3.0,32.6,0.0,,31.0
362.0,-119.0,133.0,0.0,3.0,0.0,,14.0,37.0,0.0,Left Side Center(LC),Mid Range,16-24 ft.,Manchester United,2000-11-12,MANU vs. HOU,135.0,"42.982923, -71.446094",,shot - 3,20000098,1610612747,76.7616,3.0,,14.0,37.0
381.0,9.0,40.0,10.0,4.0,0.0,2000-01,52.0,24.0,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2000-11-12,MANU vs. HOU,136.0,"42.982923, -71.446094",,shot - 3,20000098,1610612747,10.0,,0.0,120.7216,24.0
426.0,-84.0,82.0,6.0,4.0,0.0,,34.0,31.0,0.0,Left Side(L),Mid Range,8-16 ft.,Manchester United,2000-11-12,MANU vs. HOU,137.0,"42.982923, -71.446094",,shot - 3,20000098,1610612747,6.0,4.0,0.0,34.0,102.4
444.0,9.0,59.0,4.0,4.0,0.0,2000-01,57.0,25.0,0.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2000-11-12,MANU vs. HOU,138.0,"42.982923, -71.446094",shot - 17,,20000098,1610612747,4.0,62.36,0.0,57.0,40.4
,0.0,0.0,3.0,4.0,0.0,2000-01,28.0,20.0,1.0,Center(C),Goal Area,Less Than 8 ft.,Manchester United,2000-11-12,MANU vs. HOU,139.0,"42.982923, -71.446094",,shot - 1,20000098,1610612747,,4.0,0.0,28.0,37.4
488.0,9.0,59.0,1.0,4.0,0.0,,38.0,25.0,1.0,Center(C),Goal Line,Less Than 8 ft.,Manchester United,2000-11-12,MANU vs. HOU,140.0,"42.982923, -71.446094",shot - 44,,20000098,1610612747,1.0,4.0,0.0,38.0,25.0
